"INTERVAL","ELAPSED","TIMESTAMP","TRANSACTIONS","THROUGHPUT","LATENCY","EVICTING","LATENCY_50","LATENCY_95","LATENCY_99"
"154","155000","1446020174635","4135","4135.0","1.9841942945258288","0","1.0","5.0","10.070000000000164"
"155","156000","1446020175646","4150","4150.0","2.2249056603773587","0","1.0","5.0","15.0"
"156","157000","1446020176635","4022","4022.0000000000005","2.187871581450654","0","1.0","5.0","14.7800000000002"
"157","158000","1446020177635","4181","4181.0","2.1546153846153846","0","1.0","4.0","21.01000000000022"
"158","159000","1446020178634","3948","3948.0","2.1775625504439065","0","1.0","4.0","22.230000000000018"
"159","160000","1446020179635","3804","3804.0","2.1435185185185186","0","1.0","4.25","13.5"
"160","161000","1446020180635","4089","4089.0000000000005","2.0660015349194167","0","1.0","5.0","10.0"
"161","162000","1446020181635","3797","3797.0","2.1875","0","1.0","4.0","20.659999999999854"
"162","163000","1446020182635","4181","4181.0","1.8563106796116504","0","1.0","4.0","7.0"
"163","164000","1446020183634","4141","4141.0","2.183582089552239","0","1.0","5.0","21.0"
"164","165000","1446020184640","4251","4251.0","1.7143925233644859","0","1.0","4.0","7.0"
"165","166000","1446020185635","3932","3932.0","2.002032520325203","0","1.0","5.0","12.0"
"166","167000","1446020186635","4302","4302.0","2.0473415877640204","0","1.0","5.0","13.0"
"167","168000","1446020187635","4162","4162.0","1.8699466056445462","0","1.0","4.0","9.0"
"168","169000","1446020188635","4270","4270.0","2.501070663811563","0","1.0","5.0","40.0"
"169","170000","1446020189635","4051","4051.0","2.257464133385033","0","1.0","4.0","44.0"
"170","171000","1446020190635","4259","4259.0","1.9108766824299745","0","1.0","4.0","8.0"
"171","172000","1446020191635","4117","4117.0","1.764798118384947","0","1.0","4.0","8.0"
"172","173000","1446020192636","3866","3866.0","1.8477551020408163","0","1.0","4.0","11.0"
"173","174000","1446020193635","4093","4093.0","1.923913043478261","0","1.0","4.0","12.0"
"174","175000","1446020194636","4441","4441.0","2.3291743119266055","0","1.0","4.0","46.0"
"175","176000","1446020195636","3159","3159.0","2.548971596474045","0","1.0","7.0","26.589999999999918"
"176","177000","1446020196635","4860","4860.0","2.1501925545571243","0","1.0","4.0","8.0"
"177","178000","1446020197635","3912","3912.0","1.780081300813008","0","1.0","4.0","8.0"
"178","179000","1446020198635","4190","4190.0","1.8197161488300728","0","1.0","4.0","8.0"
"179","180000","1446020199635","4116","4116.0","2.4007662835249044","0","1.0","5.0","30.909999999999854"
"180","181000","1446020200635","4679","4679.0","1.9556962025316456","0","1.0","5.0","12.989999999999782"
"181","182000","1446020201635","4264","4264.0","1.8078967350037964","0","1.0","4.0","7.0"
"182","183000","1446020202651","4337","4337.0","1.9433752775721687","0","1.0","4.0","11.0"
"183","184000","1446020203636","3887","3887.0","1.9903805938937682","0","1.0","4.0","12.0"
"184","185000","1446020204635","4204","4204.0","2.3764568764568765","0","1.0","5.0","47.26999999999998"
"185","186000","1446020205636","4118","4118.0","2.0281261877613077","0","1.0","4.5","12.0"
"186","187000","1446020206634","4210","4210.0","1.9414834140887067","0","1.0","4.0","11.0"
"187","188000","1446020207634","4320","4320.0","1.8603787597474934","0","1.0","4.0","12.079999999999927"
"188","189000","1446020208635","4137","4137.0","1.667996807661612","0","1.0","4.0","6.0"
"189","190000","1446020209635","4035","4035.0","1.9149277688603532","0","1.0","4.0","12.0"
"190","191000","1446020210636","4164","4164.0","2.1840776699029125","0","1.0","5.0","20.780000000000655"
"191","192000","1446020211635","3634","3634.0","1.9337267362687245","0","1.0","4.0","11.980000000000018"
"192","193000","1446020212635","4334","4334.0","2.1866475233309406","0","1.0","4.0","29.900000000000546"
"193","194000","1446020213635","3893","3893.0","2.3153814769481844","0","1.0","4.0","43.0"
"194","195000","1446020214639","4281","4281.0","2.1619508562918837","0","1.0","5.0","15.0"
"195","196000","1446020215635","4280","4280.0","1.8615154908547966","0","1.0","4.0","11.0"
"196","197000","1446020216636","4787","4787.0","1.8982136838557466","0","1.0","5.0","11.0"
"197","198000","1446020217634","3764","3764.0","2.1999147485080988","0","1.0","4.0","30.0"
"198","199000","1446020218635","4281","4281.0","2.396088957055215","0","1.0","4.0","17.929999999999836"
"199","200000","1446020219635","3899","3899.0","2.0157004830917873","0","1.0","4.0","11.0"
"200","201000","1446020220635","4100","4100.0","2.2693908437381762","0","1.0","5.0","21.579999999999927"
"201","202000","1446020221635","3654","3654.0","1.7152557718424626","0","1.0","4.0","7.0"
"202","203000","1446020222635","3697","3697.0","2.190683500217675","0","1.0","4.0","28.079999999999927"
"203","204000","1446020223635","4094","4094.0000000000005","1.7928068803752932","0","1.0","4.0","9.0"
"204","205000","1446020224635","4287","4287.0","2.091277143908723","0","1.0","5.0","17.840000000000146"
"205","206000","1446020225635","3662","3662.0","2.282017543859649","0","1.0","4.0","54.0"
"206","207000","1446020226634","4070","4070.0000000000005","1.850924499229584","0","1.0","4.0","8.0"
"207","208000","1446020227635","3831","3831.0","2.44421315570358","0","1.0","4.0","47.0"
"208","209000","1446020228636","4145","4145.0","1.7933154053015752","0","1.0","4.0","9.0"
"209","210000","1446020229635","3831","3831.0","2.0468686868686867","0","1.0","4.0","9.0"
"210","211000","1446020230636","3819","3819.0","1.9682539682539681","0","1.0","4.0","11.0"
"211","212000","1446020231635","3900","3900.0","1.9216006533278889","0","1.0","4.0","10.519999999999982"
"212","213000","1446020232635","4356","4356.0","2.0303030303030303","0","1.0","5.0","13.63000000000011"
"213","214000","1446020233636","4166","4166.0","1.864140834290088","0","1.0","4.0","10.0"
"214","215000","1446020234634","4140","4140.0","1.9834462001504891","0","1.0","4.0","12.0"
"215","216000","1446020235636","4289","4289.0","2.3224767358625624","0","1.0","5.0","23.0"
"216","217000","1446020236636","4479","4479.0","1.8939234281700035","0","1.0","4.0","12.0"
"217","218000","1446020237635","3864","3864.0","2.011038430089943","0","1.0","4.0","17.0"
"218","219000","1446020238635","4627","4627.0","2.000339558573854","0","1.0","4.0","11.559999999999945"
"219","220000","1446020239636","4120","4120.0","2.1342024539877302","0","1.0","5.0","13.0"
"220","221000","1446020240635","3960","3960.0","2.316043425814234","0","1.0","5.0","13.0"
"221","222000","1446020241635","4122","4122.0","1.9826498422712935","0","1.0","4.0","14.650000000000091"
"222","223000","1446020242635","1674","1674.0","13.318352059925093","0","1.0","5.0","635.3299999999999"
"223","224000","1446020243636","4071","4070.9999999999995","2.0148007590132826","0","1.0","4.0","9.0"
"224","225000","1446020244636","4119","4119.0","2.392631187197618","0","1.0","5.0","20.139999999999873"
"225","226000","1446020245635","3723","3723.0","2.2288401253918497","0","1.0","4.0","46.0"
"226","227000","1446020246635","4275","4275.0","1.8161141094834232","0","1.0","4.0","8.070000000000164"
"227","228000","1446020247635","3545","3545.0","1.8464437117286858","0","1.0","4.0","9.7800000000002"
"228","229000","1446020248635","4421","4421.0","1.894306049822064","0","1.0","4.0","7.0"
"229","230000","1446020249635","3984","3984.0","2.4164012738853504","0","1.0","4.0","38.90999999999758"
"230","231000","1446020250635","4640","4640.0","1.8533424283765347","0","1.0","4.0","9.690000000000055"
"231","232000","1446020251634","3838","3838.0","2.2890955198647505","0","1.0","5.0","28.0"
"232","233000","1446020252636","4541","4541.0","2.0810144417048257","0","1.0","5.0","15.61999999999989"
"233","234000","1446020253635","3931","3931.0","2.1628","0","1.0","5.0","13.0"
"234","235000","1446020254635","4266","4266.0","1.997037037037037","0","1.0","4.0","13.0"
"235","236000","1446020255636","3724","3724.0","2.1638297872340426","0","1.0","4.0","29.080000000001746"
"236","237000","1446020256636","3399","3399.0","2.3277751310147687","0","1.0","4.0","45.13999999999987"
"237","238000","1446020257658","4425","4425.0","1.886163982430454","0","1.0","4.0","9.690000000000055"
"238","239000","1446020258635","4369","4369.0","1.953873873873874","0","1.0","4.0","11.0"
"239","240000","1446020259636","4369","4369.0","2.2312806158152556","0","1.0","5.0","15.0"
"240","241000","1446020260635","3900","3900.0","2.131818181818182","0","1.0","4.0","16.0"
"241","242000","1446020261635","3824","3824.0","1.9252217997465146","0","1.0","4.0","11.0"
"242","243000","1446020262635","4093","4093.0","1.9701960784313726","0","1.0","4.0","12.0"
"243","244000","1446020263636","4500","4500.0","2.2778325123152707","0","1.0","6.0","14.559999999999945"
"244","245000","1446020264635","4183","4183.0","2.429075235109718","0","1.0","6.0","29.979999999999563"
"245","246000","1446020265635","3624","3624.0","1.831981981981982","0","1.0","4.0","10.0"
"246","247000","1446020266635","4129","4129.0","2.283123028391167","0","1.0","4.0","46.0"
"247","248000","1446020267636","3601","3601.0","2.1784927280740414","0","1.0","5.0","24.640000000000327"
"248","249000","1446020268635","4193","4193.0","1.666534339023422","0","1.0","4.0","7.820000000000164"
"249","250000","1446020269635","3960","3960.0","2.032181168057211","0","1.0","4.0","16.0"
"250","251000","1446020270636","4190","4190.0","2.0906625339015887","0","1.0","4.0","40.0"
"251","252000","1446020271638","3928","3928.0","2.1858766233766236","0","1.0","4.849999999999909","15.36999999999989"
"252","253000","1446020272636","3959","3959.0","2.2847389558232933","0","1.0","4.0","44.0"
"253","254000","1446020273635","3815","3815.0","2.0661888701517706","0","1.0","4.0","14.289999999999964"
"254","255000","1446020274635","3840","3840.0","1.8473597359735974","0","1.0","4.0","10.0"
"255","256000","1446020275636","3703","3703.0","1.9748482220294883","0","1.0","4.0","16.0"
"256","257000","1446020276636","3889","3889.0","2.0341151385927505","0","1.0","4.0","14.11999999999989"
"257","258000","1446020277635","4254","4254.0","2.0686119873817033","0","1.0","4.0","19.0"
"258","259000","1446020278636","4415","4415.0","1.751111111111111","0","1.0","4.0","8.0"
"259","260000","1446020279636","3736","3736.0","1.8912663755458514","0","1.0","4.0","11.0"
"260","261000","1446020280636","4017","4017.0000000000005","1.8249896565990897","0","1.0","4.0","8.0"
"261","262000","1446020281636","3960","3960.0","1.916597510373444","0","1.0","4.0","13.909999999999854"
