END;1439836289611333634
1439836299920932866;customer,94
1439836299920932866;warehouse,94
1439836299920932866;district,94
1439836299920932866;warehouse,94
1439836299920932866;district,94
1439836299920932866;customer,94
1439836299920932866;district,94
END;1439836299920932866
1439836299803492354;customer,92
1439836299803492354;orders,92
1439836299803492354;orders,92
END;1439836299803492354
1439836300508135426;warehouse,94
1439836300508135426;district,94
1439836300508135426;customer,94
1439836300508135426;stock,94
1439836300508135426;stock,94
1439836300508135426;stock,94
1439836300508135426;stock,94
1439836300508135426;stock,94
1439836300508135426;stock,94
1439836300508135426;stock,94
1439836300508135426;stock,94
1439836300508135426;district,94
1439836300508135426;orders,94
1439836300508135426;orders,94
1439836300508135426;stock,94
1439836300508135426;orders,94
1439836300508135426;stock,94
1439836300508135426;orders,94
1439836300508135426;stock,94
1439836300508135426;orders,94
1439836300508135426;stock,94
1439836300508135426;orders,94
1439836300508135426;stock,94
1439836300508135426;orders,94
1439836300508135426;stock,94
1439836300508135426;orders,94
1439836300508135426;stock,94
1439836300508135426;orders,94
1439836300508135426;stock,94
1439836300508135426;orders,94
END;1439836300508135426
END;1439836289611334656
1439836301489602562;customer,91
1439836301489602562;warehouse,91
1439836301489602562;district,91
1439836301489602562;warehouse,91
1439836301489602562;district,91
1439836301489602562;customer,91
1439836301489602562;district,91
END;1439836301489602562
END;1439836289980433408
1439836302563345410;warehouse,93
1439836302563345410;district,93
1439836302563345410;customer,93
1439836302563345410;stock,93
1439836302563345410;stock,93
1439836302563345410;stock,93
1439836302563345410;stock,93
1439836302563345410;stock,93
1439836302563345410;stock,93
1439836302563345410;district,93
1439836302563345410;orders,93
1439836302563345410;orders,93
1439836302563345410;stock,93
1439836302563345410;orders,93
1439836302563345410;stock,93
1439836302563345410;orders,93
1439836302563345410;stock,93
1439836302563345410;orders,93
1439836302563345410;stock,93
1439836302563345410;orders,93
1439836302563345410;stock,93
1439836302563345410;orders,93
1439836302563345410;stock,93
1439836302563345410;orders,93
END;1439836302563345410
1439836302563346434;customer,92
1439836302563346434;customer,92
1439836302563346434;warehouse,92
1439836302563346434;district,92
1439836302563346434;warehouse,92
1439836302563346434;district,92
1439836302563346434;customer,92
1439836302563346434;district,92
END;1439836302563346434
1439836302605288450;customer,94
1439836302605288450;orders,94
1439836302605288450;orders,94
END;1439836302605288450
END;1439836290567634944
1439836303494479874;warehouse,94
1439836303494479874;district,94
1439836303494479874;customer,94
1439836303494479874;stock,94
1439836303494479874;stock,94
1439836303494479874;stock,94
1439836303494479874;stock,94
1439836303494479874;stock,94
1439836303494479874;stock,94
1439836303494479874;district,94
1439836303494479874;orders,94
1439836303494479874;orders,94
1439836303494479874;stock,94
1439836303494479874;orders,94
1439836303494479874;stock,94
1439836303494479874;orders,94
1439836303494479874;stock,94
1439836303494479874;orders,94
1439836303494479874;stock,94
1439836303494479874;orders,94
1439836303494479874;stock,94
1439836303494479874;orders,94
1439836303494479874;stock,94
1439836303494479874;orders,94
END;1439836303494479874
1439836303544811522;district,92
1439836303544811522;orders,92
1439836303544811522;stock,92
END;1439836303544811522
1439836303838412802;warehouse,93
1439836303838412802;district,93
1439836303838412802;customer,93
1439836303838412802;stock,93
1439836303838412802;stock,93
1439836303838412802;stock,93
