END;1439836289611333634
1439836299853829120;warehouse,9
1439836299853829120;district,9
1439836299853829120;customer,9
1439836299853829120;stock,9
1439836299853829120;stock,9
1439836299853829120;stock,9
1439836299853829120;stock,9
1439836299853829120;stock,9
1439836299853829120;stock,9
1439836299853829120;stock,9
1439836299853829120;stock,9
1439836299853829120;stock,9
1439836299853829120;stock,9
1439836299853829120;stock,9
1439836299853829120;district,9
1439836299853829120;orders,9
1439836299853829120;orders,9
1439836299853829120;stock,9
1439836299853829120;orders,9
1439836299853829120;stock,9
1439836299853829120;orders,9
1439836299853829120;stock,9
1439836299853829120;orders,9
1439836299853829120;stock,9
1439836299853829120;orders,9
1439836299853829120;stock,9
1439836299853829120;orders,9
1439836299853829120;stock,9
1439836299853829120;orders,9
1439836299853829120;stock,9
1439836299853829120;orders,9
1439836299853829120;stock,9
1439836299853829120;orders,9
1439836299853829120;stock,9
1439836299853829120;orders,9
1439836299853829120;stock,9
1439836299853829120;orders,9
1439836299853829120;stock,9
1439836299853829120;orders,9
END;1439836299853829120
END;1439836289611334656
1439836301128892416;warehouse,12
1439836301128892416;district,12
1439836301128892416;customer,12
1439836301128892416;stock,12
1439836301128892416;stock,12
1439836301128892416;stock,12
1439836301128892416;stock,12
1439836301128892416;stock,12
1439836301128892416;stock,12
1439836301128892416;stock,12
1439836301128892416;stock,12
1439836301128892416;stock,12
1439836301128892416;stock,12
1439836301128892416;district,12
1439836301128892416;orders,12
1439836301128892416;orders,12
1439836301128892416;stock,12
1439836301128892416;orders,12
1439836301128892416;stock,12
1439836301128892416;orders,12
1439836301128892416;stock,12
1439836301128892416;orders,12
1439836301128892416;stock,12
1439836301128892416;orders,12
1439836301128892416;stock,12
1439836301128892416;orders,12
1439836301128892416;stock,12
1439836301128892416;orders,12
1439836301128892416;stock,12
1439836301128892416;orders,12
1439836301128892416;stock,12
1439836301128892416;orders,12
1439836301128892416;stock,12
1439836301128892416;orders,12
1439836301128892416;stock,12
1439836301128892416;orders,12
END;1439836301128892416
1439836301170835456;customer,9
1439836301170835456;orders,9
1439836301170835456;orders,9
END;1439836301170835456
1439836301187612672;warehouse,9
1439836301187612672;district,9
1439836301187612672;customer,9
1439836301187612672;stock,9
1439836301187612672;stock,9
1439836301187612672;stock,9
1439836301187612672;stock,9
1439836301187612672;stock,9
1439836301187612672;district,9
1439836301187612672;orders,9
1439836301187612672;orders,9
1439836301187612672;stock,9
1439836301187612672;orders,9
1439836301187612672;stock,9
1439836301187612672;orders,9
1439836301187612672;stock,9
1439836301187612672;orders,9
1439836301187612672;stock,9
1439836301187612672;orders,9
1439836301187612672;stock,9
1439836301187612672;orders,9
END;1439836301187612672
1439836301380552704;warehouse,11
1439836301380552704;district,11
1439836301380552704;customer,11
1439836301380552704;stock,11
1439836301380552704;stock,11
1439836301380552704;stock,11
1439836301380552704;stock,11
1439836301380552704;stock,11
1439836301380552704;stock,11
1439836301380552704;stock,11
1439836301380552704;stock,11
1439836301380552704;stock,11
1439836301380552704;stock,11
1439836301380552704;stock,11
1439836301380552704;stock,11
1439836301380552704;stock,11
1439836301380552704;stock,11
1439836301380552704;stock,11
1439836301380552704;district,11
1439836301380552704;orders,11
1439836301380552704;orders,11
1439836301380552704;stock,11
1439836301380552704;orders,11
