END;1439836289611333634
END;1439836289611334656
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;orders,85
1439836301456048130;customer,85
1439836301456048130;customer,85
1439836301456048130;customer,85
1439836301456048130;customer,85
1439836301456048130;customer,85
1439836301456048130;customer,85
1439836301456048130;customer,85
1439836301456048130;customer,85
1439836301456048130;customer,85
1439836301456048130;customer,85
END;1439836301456048130
END;1439836289980433408
1439836290173370370;customer,86
1439836290173370370;warehouse,85
1439836290173370370;district,85
1439836290173370370;warehouse,85
1439836290173370370;district,85
1439836290173370370;customer,86
1439836290173370370;district,85
END;1439836290173370370
1439836302563344386;warehouse,81
1439836302563344386;district,81
1439836302563344386;customer,81
1439836302563344386;stock,81
1439836302563344386;stock,81
1439836302563344386;stock,81
1439836302563344386;stock,81
1439836302563344386;stock,81
1439836302563344386;stock,81
1439836302563344386;stock,81
1439836302563344386;district,81
1439836302563344386;orders,81
1439836302563344386;orders,81
1439836302563344386;stock,81
1439836302563344386;orders,81
1439836302563344386;stock,81
1439836302563344386;orders,81
1439836302563344386;stock,81
1439836302563344386;orders,81
1439836302563344386;stock,81
1439836302563344386;orders,81
1439836302563344386;stock,81
1439836302563344386;orders,81
1439836302563344386;stock,81
1439836302563344386;orders,81
1439836302563344386;stock,81
1439836302563344386;orders,81
END;1439836302563344386
1439836302596898818;customer,84
1439836302596898818;customer,84
1439836302596898818;warehouse,84
1439836302596898818;district,84
1439836302596898818;warehouse,84
1439836302596898818;district,84
1439836302596898818;customer,84
1439836302596898818;district,84
END;1439836302596898818
1439836302890500098;customer,83
1439836302890500098;warehouse,83
1439836302890500098;district,83
1439836302890500098;warehouse,83
1439836302890500098;district,83
1439836302890500098;customer,83
1439836302890500098;district,83
END;1439836302890500098
END;1439836290567634944
1439836303695806466;customer,82
1439836303695806466;orders,82
1439836303695806466;orders,82
END;1439836303695806466
1439836303788081154;customer,85
1439836303788081154;warehouse,85
