"INTERVAL","ELAPSED","TIMESTAMP","TRANSACTIONS","THROUGHPUT","LATENCY","EVICTING","LATENCY_50","LATENCY_95","LATENCY_99"
"160","161000","1446027150698","274","274.0","6721.8125","0","6739.0","6814.3","6826.73"
"161","162000","1446027151698","317","317.0","6682.510204081633","0","6682.0","6824.7","6841.0"
"162","163000","1446027152699","124","124.0","7173.762711864407","0","7213.0","7340.0","7344.42"
"163","164000","1446027153697","306","306.0","7088.38","0","7162.5","7243.55","7251.0"
"164","165000","1446027154698","238","238.0","6910.474137931034","0","6855.5","7132.0","7164.4"
"165","166000","1446027155697","275","275.0","7122.0078125","0","7150.0","7269.95","7283.92"
"166","167000","1446027156697","244","244.0","7281.666666666667","0","7313.0","7467.0","7486.36"
"167","168000","1446027157698","313","313.0","7362.360759493671","0","7406.0","7567.15","7581.0"
"168","169000","1446027158697","217","217.0","7404.0","0","7429.0","7592.0","7659.0"
"169","170000","1446027159699","270","270.0","7506.936170212766","0","7614.0","7720.0","7772.8"
"170","171000","1446027160697","252","252.0","7296.991935483871","0","7341.0","7449.7","7467.0"
"171","172000","1446027161698","319","319.0","7272.860759493671","0","7316.5","7427.15","7438.0"
"172","173000","1446027162698","276","276.0","7046.896551724138","0","7058.0","7164.0","7176.0"
"173","174000","1446027163697","323","323.0","6885.835365853659","0","6792.5","7166.7","7185.0"
"174","175000","1446027164697","254","254.0","6784.354838709677","0","6752.0","6960.0","6964.0"
"175","176000","1446027165698","311","311.0","6673.080246913581","0","6607.0","7019.95","7027.0"
"176","177000","1446027166698","245","245.0","6669.169491525424","0","6672.0","6740.0","6763.47"
"177","178000","1446027167698","353","353.0","6561.614525139665","0","6570.0","6649.7","6806.44"
"178","179000","1446027168698","179","179.0","6770.558139534884","0","6850.5","6966.0","6971.3"
"179","180000","1446027169698","385","385.0","6640.12935323383","0","6595.0","6951.0","6981.0"
"180","181000","1446027170698","222","222.0","6774.560344827586","0","6851.0","6928.75","6953.7"
"181","182000","1446027171698","347","347.0","6752.430232558139","0","6721.0","6992.45","7051.96"
"182","183000","1446027172698","280","280.0","6777.867647058823","0","6773.5","6980.0","7034.65"
"183","184000","1446027173698","364","364.0","6367.830769230769","0","6314.0","6598.6","6608.0"
"184","185000","1446027174698","93","93.0","6875.808510638298","0","6830.0","7081.8","7087.32"
"185","186000","1446027175698","320","320.0","6900.117283950617","0","6772.0","7189.75","7199.17"
"186","187000","1446027176699","262","262.0","6842.365671641791","0","6828.5","7117.7","7127.0199999999995"
"187","188000","1446027177698","318","318.0","7010.0","0","6971.5","7229.75","7334.86"
"188","189000","1446027178703","255","255.0","6870.231343283582","0","6840.5","7013.0","7018.34"
"189","190000","1446027179698","313","313.0","6949.508982035928","0","6969.0","7132.8","7161.04"
"190","191000","1446027180698","324","324.0","7092.777108433735","0","7073.5","7264.0","7276.1"
"191","192000","1446027181697","367","367.0","6650.257281553398","0","6449.5","7357.75","7370.85"
"192","193000","1446027182697","232","232.0","6424.7155172413795","0","6367.0","6719.0","6721.85"
"193","194000","1446027183697","322","322.0","6510.9702380952385","0","6490.5","6766.2","6787.32"
"194","195000","1446027184704","291","291.0","6408.834355828221","0","6435.0","6534.0","6569.18"
"195","196000","1446027185698","372","372.0","6326.279187817259","0","6337.0","6519.2","6537.5599999999995"
"196","197000","1446027186698","287","287.0","6383.721893491124","0","6420.0","6494.2","6512.96"
"197","198000","1446027187698","307","307.0","6306.125","0","6321.0","6423.25","6448.82"
"198","199000","1446027188697","236","236.0","6632.525423728814","0","6647.0","6759.6","6775.66"
"199","200000","1446027189698","305","305.0","6438.883720930233","0","6368.0","6731.9","6778.32"
"200","201000","1446027190698","258","258.0","6566.284552845528","0","6531.0","6750.0","6773.46"
"201","202000","1446027191698","269","269.0","6617.851351351352","0","6610.0","6746.15","6765.65"
"202","203000","1446027192697","358","358.0","6613.2786885245905","0","6621.0","6755.9","6802.0"
"203","204000","1446027193698","257","257.0","6348.826666666667","0","6340.0","6488.2","6496.0"
"204","205000","1446027194697","149","149.0","7314.632911392405","0","7345.0","7383.5","7406.0"
"205","206000","1446027195698","346","346.0","7100.336898395722","0","7074.0","7380.0","7390.14"
"206","207000","1446027196698","98","98.0","6875.263157894737","0","6863.0","7150.8","7170.64"
"207","208000","1446027197698","1","1.0","8579.0","0","8579.0","8579.0","8579.0"
"208","209000","1446027198698","4169","4169.0","1992.2494652406417","0","232.5","7808.1","8607.61"
"209","210000","1446027199698","1255","1255.0","93.10215664018162","0","2.0","551.0","770.600000000002"
"210","211000","1446027200699","787","787.0","2.0892448512585813","0","1.0","4.0","6.0"
"211","212000","1446027201698","814","814.0","2.0277185501066097","0","1.0","4.0","5.0"
"212","213000","1446027202698","755","755.0","1.838095238095238","0","1.0","4.0","4.0"
"213","214000","1446027203698","844","844.0","1.6187624750499001","0","1.0","3.0","5.0"
"214","215000","1446027204698","624","624.0","1.6437125748502994","0","1.0","3.0","4.0"
"215","216000","1446027205697","609","609.0","1.8866279069767442","0","1.0","4.0","4.569999999999993"
"216","217000","1446027206698","630","630.0","2.7155172413793105","0","1.0","4.0","58.0"
"217","218000","1446027207698","750","750.0","2.116915422885572","0","1.0","4.0","6.980000000000018"
"218","219000","1446027208698","703","703.0","1.654228855721393","0","1.0","4.0","5.0"
"219","220000","1446027209697","662","662.0","2.8355437665782492","0","1.0","4.0","58.440000000000055"
"220","221000","1446027210722","720","720.0","1.96","0","1.0","4.0","5.0"
"221","222000","1446027211697","671","671.0","1.5792207792207793","0","1.0","4.0","5.0"
"222","223000","1446027212698","644","644.0","1.6528189910979227","0","1.0","4.0","4.0"
"223","224000","1446027213698","607","607.0","2.0115942028985505","0","1.0","4.0","5.0"
"224","225000","1446027214718","708","708.0","1.9053708439897699","0","1.0","4.0","5.0"
"225","226000","1446027215697","733","733.0","1.6370558375634519","0","1.0","4.0","4.0"
"226","227000","1446027216698","711","711.0","1.9261213720316623","0","1.0","4.0","4.220000000000027"
"227","228000","1446027217698","651","651.0","2.1864864864864866","0","1.0","4.0","17.470000000000084"
"228","229000","1446027218717","645","645.0","2.1963746223564953","0","1.0","4.0","5.0"
"229","230000","1446027219697","705","705.0","1.8733850129198966","0","1.0","3.0","5.0"
"230","231000","1446027220697","569","569.0","2.9347079037800685","0","1.0","4.0","60.30000000000007"
"231","232000","1446027221698","649","649.0","2.105849582172702","0","1.0","4.0","5.0"
"232","233000","1446027222697","705","705.0","2.2429667519181584","0","1.0","4.0","4.100000000000023"
"233","234000","1446027223699","676","676.0","2.0824468085106385","0","1.0","4.0","6.0"
"234","235000","1446027224698","648","648.0","1.813664596273292","0","1.0","4.0","8.950000000000102"
"235","236000","1446027225697","631","631.0","2.0473537604456826","0","1.0","4.0","15.080000000000382"
"236","237000","1446027226698","733","733.0","2.004914004914005","0","1.0","4.0","5.0"
"237","238000","1446027227698","665","665.0","1.871866295264624","0","1.0","4.0","5.0"
"238","239000","1446027228698","610","610.0","1.8208955223880596","0","1.0","4.0","4.0"
