"INTERVAL","ELAPSED","TIMESTAMP","TRANSACTIONS","THROUGHPUT","LATENCY","EVICTING","LATENCY_50","LATENCY_95","LATENCY_99"
"96","97000","1445964587135","544","544.0","5094.161643835617","0","4985.0","5413.0","5416.36"
"97","98000","1445964588134","260","260.0","4916.9190751445085","0","4922.0","4992.0","5006.28"
"98","99000","1445964589135","382","382.0","5700.515873015873","0","5723.0","5861.0","5865.49"
"99","100000","1445964590135","362","362.0","5581.164609053498","0","5585.0","5680.0","5706.14"
"100","101000","1445964591135","480","480.0","5905.952522255193","0","6027.0","6087.0","6095.0"
"101","102000","1445964592136","395","395.0","5306.864468864469","0","5289.0","5507.8","5525.28"
"102","103000","1445964593135","552","552.0","5566.704787234043","0","5573.0","5664.75","5679.25"
"103","104000","1445964594136","339","339.0","4814.4094827586205","0","4757.0","5100.45","5501.42"
"104","105000","1445964595135","538","538.0","4896.830188679245","0","4985.0","5077.0","5122.6"
"105","106000","1445964596134","356","356.0","4811.347280334728","0","4886.0","5007.3","5017.0"
"106","107000","1445964597136","550","550.0","4754.073490813648","0","4718.0","4967.0","4973.4"
"107","108000","1445964598137","341","341.0","4935.74347826087","0","4969.0","5008.0","5018.0"
"108","109000","1445964599135","454","454.0","4986.442176870748","0","5028.5","5189.0","5190.14"
"109","110000","1445964600138","341","341.0","5180.2467532467535","0","5219.0","5299.0","5316.099999999999"
"110","111000","1445964601135","540","540.0","5069.383378016086","0","5055.0","5355.4","5359.0"
"111","112000","1445964602135","367","367.0","5153.2322834645665","0","5161.5","5214.0","5223.47"
"112","113000","1445964603135","475","475.0","5033.982035928144","0","4975.0","5289.35","5307.34"
"113","114000","1445964604136","412","412.0","5121.687943262411","0","5132.0","5178.95","5187.57"
"114","115000","1445964605135","423","423.0","4738.044827586207","0","4693.0","5021.3","5151.22"
"115","116000","1445964606135","438","438.0","4984.790378006873","0","4948.0","5146.5","5155.1"
"116","117000","1445964607134","405","405.0","4948.884892086331","0","4907.5","5121.3","5207.0"
"117","118000","1445964608135","476","476.0","5076.773885350319","0","5076.0","5141.0","5190.87"
"118","119000","1445964609134","311","311.0","4928.928251121076","0","4897.0","5217.0","5235.82"
"119","120000","1445964610137","446","446.0","5351.983552631579","0","5352.0","5402.0","5444.34"
"120","121000","1445964611136","457","457.0","5160.612121212122","0","5137.5","5355.0","5374.55"
"121","122000","1445964612156","456","456.0","5202.690235690236","0","5216.0","5341.0","5349.08"
"122","123000","1445964613135","364","364.0","5184.207317073171","0","5256.5","5358.0","5376.0"
"123","124000","1445964614135","488","488.0","5238.858407079646","0","5263.0","5435.1","5449.24"
"124","125000","1445964615135","404","404.0","4900.0374531835205","0","4941.0","5006.7","5030.0"
"125","126000","1445964616134","483","483.0","5033.378299120234","0","5045.0","5126.0","5190.6"
"126","127000","1445964617135","449","449.0","5021.171339563863","0","5018.0","5148.0","5202.000000000001"
"127","128000","1445964618135","462","462.0","4736.048484848485","0","4687.0","4994.55","4999.71"
"128","129000","1445964619136","392","392.0","4948.09765625","0","4962.0","5073.0","5094.9"
"129","130000","1445964620134","431","431.0","4932.261016949153","0","4892.0","5141.0","5153.66"
"130","131000","1445964621135","428","428.0","4991.51","0","4998.5","5117.05","5132.0"
"131","132000","1445964622136","405","405.0","4902.857142857143","0","4887.5","5114.15","5121.21"
"132","133000","1445964623136","472","472.0","5034.635820895523","0","5035.0","5132.0","5136.66"
"133","134000","1445964624137","320","320.0","4920.553488372093","0","4865.0","5148.0","5157.0"
"134","135000","1445964625134","496","496.0","5008.611111111111","0","5012.0","5143.95","5167.59"
"135","136000","1445964626134","367","367.0","5024.356846473029","0","5075.0","5204.0","5223.6"
"136","137000","1445964627135","452","452.0","5093.108108108108","0","5098.5","5178.25","5274.0"
"137","138000","1445964628135","274","274.0","5404.341176470588","0","5428.0","5517.0","5554.0"
"138","139000","1445964629136","436","436.0","5544.489285714286","0","5543.0","5638.0","5649.0"
"139","140000","1445964630135","357","357.0","5596.731707317073","0","5573.0","5774.75","5788.0"
"140","141000","1445964631136","400","400.0","5621.84","0","5633.0","5694.3","5710.52"
"141","142000","1445964632136","335","335.0","5871.772925764192","0","5846.0","6154.0","6163.16"
"142","143000","1445964633135","480","480.0","5738.695774647887","0","5802.0","5911.0","5935.92"
"143","144000","1445964634135","396","396.0","5506.092250922509","0","5513.0","5545.0","5579.2"
"144","145000","1445964635135","329","329.0","5407.060747663551","0","5444.5","5554.05","5564.0"
"145","146000","1445964636135","446","446.0","5589.0608974358975","0","5603.0","5630.45","5641.78"
"146","147000","1445964637135","435","435.0","5300.172638436482","0","5273.0","5578.4","5588.94"
"147","148000","1445964638135","420","420.0","5335.1438596491225","0","5339.0","5430.0","5436.16"
"148","149000","1445964639136","362","362.0","5398.917322834645","0","5418.0","5453.05","5548.35"
"149","150000","1445964640135","405","405.0","5500.324723247232","0","5490.0","5582.0","5597.0"
"150","151000","1445964641135","294","294.0","5492.163551401869","0","5474.5","5687.05","5700.87"
"151","152000","1445964642135","451","451.0","5542.880258899676","0","5543.0","5597.0","5628.92"
"152","153000","1445964643135","285","285.0","5734.117948717949","0","5733.0","5890.9","5897.0"
"153","154000","1445964644135","419","419.0","5652.736111111111","0","5685.0","5736.0","5750.39"
"154","155000","1445964645134","303","303.0","5821.874371859297","0","5835.0","5924.0","5933.04"
"155","156000","1445964646135","375","375.0","5798.89705882353","0","5812.0","5909.45","5923.0"
"156","157000","1445964647137","442","442.0","5699.51677852349","0","5693.0","5942.15","5987.0"
"157","158000","1445964648135","298","298.0","5760.4486486486485","0","5697.0","5961.8","6078.48"
"158","159000","1445964649138","458","458.0","5724.559748427673","0","5721.0","6023.3","6041.0"
"159","160000","1445964650135","306","306.0","5785.566666666667","0","5732.0","6064.0","6072.82"
"160","161000","1445964651136","356","356.0","5757.168181818181","0","5759.5","5912.15","5924.0"
"161","162000","1445964652135","327","327.0","5965.604444444444","0","5902.0","6221.6","6235.76"
"162","163000","1445964653136","365","365.0","6033.284584980237","0","6028.0","6197.8","6221.92"
"163","164000","1445964654134","351","351.0","6254.119341563786","0","6284.0","6437.8","6450.9"
"164","165000","1445964655135","422","422.0","6002.237226277372","0","6012.0","6073.0","6098.08"
"165","166000","1445964656135","164","164.0","6356.171717171717","0","6499.0","6706.1","6709.02"
"166","167000","1445964657136","494","494.0","6272.636627906977","0","6229.0","6636.85","6704.14"
"167","168000","1445964658135","86","86.0","6029.453125","0","6031.0","6065.85","6072.0"
"168","169000","1445964659135","107","107.0","7577.0","0","7662.0","7729.25","7741.0"
"169","170000","1445964660136","467","467.0","7324.837920489296","0","7317.0","7463.7","7469.0"
"170","171000","1445964661135","246","246.0","7112.361445783133","0","7152.0","7355.0","7371.75"
"171","172000","1445964662135","435","435.0","7316.336734693878","0","7376.5","7459.0","7464.0"
"172","173000","1445964663135","152","152.0","7428.720430107527","0","7449.0","7468.0","7719.4"
"173","174000","1445964664135","2883","2883.0","2438.693566806243","0","1416.0","7042.7","8001.919999999998"
"174","175000","1445964665135","2503","2503.0","329.7038703870387","0","13.0","1203.9499999999962","2154.8999999999996"
"175","176000","1445964666135","819","819.0","8.397569444444445","0","3.0","61.5","92.0"
"176","177000","1445964667136","711","711.0","2.316593886462882","0","2.0","4.0","5.430000000000007"
"177","178000","1445964668136","592","592.0","2.1904761904761907","0","2.0","4.199999999999989","5.439999999999998"
"178","179000","1445964669135","702","702.0","2.2083333333333335","0","2.0","4.0","5.0"
"179","180000","1445964670137","565","565.0","2.9164265129683","0","2.0","4.0","29.7600000000009"
"180","181000","1445964671135","659","659.0","2.6062052505966586","0","2.0","4.0","7.639999999999986"
"181","182000","1445964672136","634","634.0","2.7769607843137254","0","2.0","4.0","5.930000000000007"
"182","183000","1445964673140","604","604.0","2.8471177944862154","0","2.0","4.0","7.959999999999127"
"183","184000","1445964674135","563","563.0","3.2905982905982905","0","2.0","4.0","58.0"
"184","185000","1445964675136","629","629.0","2.8121827411167515","0","2.0","4.0","5.0"
"185","186000","1445964676135","556","556.0","2.516616314199396","0","2.0","4.0","5.0"
"186","187000","1445964677135","584","584.0","2.4572192513368982","0","2.0","4.0","5.0"
"187","188000","1445964678136","577","577.0","2.486111111111111","0","2.0","4.0","5.410000000000025"
"188","189000","1445964679136","680","680.0","2.5730593607305936","0","2.0","4.149999999999977","5.6299999999999955"
"189","190000","1445964680136","602","602.0","2.8564102564102565","0","2.0","4.0","8.0"
"190","191000","1445964681134","565","565.0","2.7905604719764012","0","2.0","4.0","5.0"
"191","192000","1445964682136","702","702.0","2.5233050847457625","0","2.0","4.0","5.0"
"192","193000","1445964683135","706","706.0","2.6164079822616406","0","2.0","4.0","5.0"
"193","194000","1445964684136","656","656.0","2.853488372093023","0","2.0","4.0","28.299999999999386"
"194","195000","1445964685135","730","730.0","2.448692152917505","0","2.0","4.0","5.0"
